Zeitstempel;Scheinleistung L1 (VA);Scheinleistung L2 (VA);Scheinleistung L3 (VA);Gesamtscheinleistung (VA)
5824;3886;4456;4944;13290
5825;1062;1123;696.9;2882
5826;5048;3882;6016;14950
5827;2045;1868;3086;6999
5828;3032;3957;1686;8675
5829;3014;2277;3621;8912
5830;221.2;1326;210.7;1758
5831;2864;1146;1215;5225
5832;1222;3482;3380;8083
5833;3769;703.8;2152;6624
5834;2288;3649;3532;9469
5835;1183;1461;1025;3670
5836;2387;2141;1243;5772
5837;1127;2159;2995;6281
5838;2577;895.6;2274;5747
5839;2893;4625;3460;10980
5840;4085;3442;4442;11970
5841;4087;3202;3606;10900
5842;1844;1550;2063;5457
5843;3197;3294;3223;9714
5844;1641;1706;1184;4531
5845;5440;4726;6185;16350
5846;2420;3331;2176;7927
5847;2359;2827;3000;8186
5848;2049;2963;2013;7025
5849;3033;2692;2840;8565
5850;1254;2500;1084;4838
5851;1951;2178;2506;6635
5852;2470;2688;1349;6507
5853;1399;2176;3207;6783
5854;1323;2147;894.6;4365
5855;1375;751.6;207.5;2334
5856;1797;4118;3917;9832
5857;1838;1817;964;4619
5858;4978;4543;4501;14020
5859;616.1;1284;1000;2900
5860;2352;3223;2548;8124
5861;2388;1598;1597;5583
5862;2259;3854;2769;8882
5863;1487;1250;781.5;3518
5864;4134;4893;4100;13130
5865;2237;510.8;1804;4551
5866;1805;2878;2344;7027
5867;3942;2854;2539;9335
5868;2261;2362;2460;7083
5869;2989;2172;4762;9923
5870;3250;3543;2772;9564
5871;1081;1380;1139;3600
5872;1464;1959;1924;5347
5873;3799;2978;2839;9616
5874;1216;2038;1658;4912
5875;2796;3975;5723;12490
5876;4783;3136;1983;9902
5877;2907;3534;4281;10720
5878;1708;1980;2170;5858
5879;3991;3370;2695;10060
5880;1655;3615;3471;8741
5881;4486;3273;3813;11570
5882;2289;3181;1818;7288
5883;2634;3034;2861;8528
5884;1250;1965;909.2;4124
5885;2056;2247;1926;6229
5886;786.9;1763;1690;4240
5887;1370;378.6;667.1;2416
5888;4316;5018;4155;13490
5889;1368;617;914.9;2900
5890;1868;2061;1562;5491
5891;1414;1516;1713;4643
5892;1754;2394;1698;5847
5893;2449;2418;3396;8262
5894;2658;2881;2194;7734
5895;218.8;987.9;847.2;2054
5896;3024;4793;4835;12650
5897;1267;2032;212;3511
5898;2863;3662;2808;9334
5899;452;2239;3504;6196
5900;5953;3862;3643;13460
5901;1034;2282;2947;6263
5902;3259;4319;3268;10850
5903;2860;1345;1269;5475
5904;2646;3913;4415;10970
5905;4424;2284;2581;9289
5906;3356;3997;4643;12000
5907;1665;4084;4171;12280
5908;1978;1090;1080;4148
5909;2797;2420;2147;7364
5910;1714;2883;2715;7311
5911;2429;2436;2275;7140
5912;5663;4139;5197;15000
5913;3667;2955;3563;10190
5914;2155;3267;2472;7894
5915;3900;3696;3808;11400
5916;602.6;2815;1260;4677
5917;3912;3381;3885;11180
5918;2085;2053;1169;5307
5919;2853;2257;2024;7134
5920;1664;2808;2748;7220
5921;2238;986.2;1706;4930
5922;1093;1771;1146;4010
5923;1806;2480;3319;7606
5924;3965;3400;2034;9398
5925;1018;1379;2221;4618
5926;985.8;2011;1026;4023
5927;1422;2037;506.3;3965
5928;1022;3179;2950;7151
5929;2571;1239;1695;5505
5930;3397;2365;2809;8572
5931;2671;2743;3623;9038
5932;3457;2966;3217;9640
5933;1137;1295;696.9;3130
5934;4232;3848;5032;13110
5935;796.6;747.9;847.9;2392
5936;5231;7252;6030;18510
5937;1776;1621;2048;5445
5938;2985;3375;2980;9341
5939;2673;1714;2022;6410
5940;2868;4164;2974;10010
5941;3033;2125;4832;9990
5942;1586;3087;2554;7226
5943;2350;680.2;960.1;3991
5944;2624;2621;4481;9726
5945;1036;1370;236.7;2643
5946;2069;2038;2096;6203
5947;1093;2494;2836;6424
5948;3966;2821;2750;9537
5949;2728;2166;2444;7338
5950;1222;1295;1177;3694
5951;2658;2614;2119;7392
5952;876.7;2859;2933;6669
5953;2644;2016;3180;7840
5954;890.5;1717;850.3;3458
5955;4946;3288;5981;14220
5956;2022;1291;1973;5287
5957;4247;3392;2776;10420
5958;1577;3822;2275;7675
5959;2489;1071;2259;5820
5960;3102;4735;4426;12260
5961;1597;2943;2115;6655
5962;700.3;2095;739.8;3535
5963;2833;1388;2669;6890
5964;811;3805;2546;10710
5965;221;402.1;380;1003
5966;3267;4207;5498;12970
5967;2686;1724;952.2;5362
5968;4408;3254;4274;11940
5969;1294;1497;1054;3845
5970;3068;3021;2839;8929
5971;1036;2880;2355;6271
5972;5783;4948;4425;15160
5973;2209;1610;2824;6642
5974;2873;3703;2196;8773
5975;3360;3142;2564;9067
5976;1914;966.2;214.7;3095
5977;425.1;1911;2234;4570
5978;2238;1433;1487;5158
5979;1602;2190;3608;7400
5980;3231;2399;2804;8434
5981;1576;1105;711.5;3393
5982;1048;1897;2123;5068
5983;997.4;1894;737.5;3629
5984;4777;4725;4692;14190
5985;2197;1198;1861;5256
5986;1233;1945;814.9;3993
5987;2248;4297;4974;12030
5988;1924;1034;876.7;3835
5989;2901;2834;3201;8936
5990;1995;3018;3640;8652
5991;4836;2382;4737;11960
5992;1249;2581;2801;6631
5993;5736;3762;4608;14110
5994;349.6;1572;608.5;2530
5995;3700;3188;4315;11200
5996;3518;2394;211.6;6124
5997;3656;3445;4922;12020
5998;219.7;1189;210.2;1619
5999;1087;904.4;1120;3111
6000;3137;2668;1120;3111
6001;2835;2470;2971;8276
6002;2194;1780;2014;5987
6003;3069;2112;1997;7178
6004;1493;2726;3218;7436
6005;4589;2385;2842;9816
6006;3074;2673;3893;9640
6007;2169;1303;1178;4650
6008;951.2;2620;2179;5751
6009;1850;2495;2707;7051
6010;1607;1185;2152;7031
6011;2720;3381;2703;8804
6012;3257;3118;4937;11310
6013;5354;5334;3956;14650
6014;990.6;171.5;800.3;1962
6015;3568;2877;4783;11230
6016;1457;1596;702.8;3756
6017;4755;3736;6063;14550
6018;1636;591.2;1127;3355
6019;2883;3908;3072;9863
6020;1126;829.9;1469;3425
6021;3802;3369;2882;10050
6022;1584;1874;519.7;3977
6023;1518;2791;2940;7248
6024;1237;853.7;911.5;3002
6025;3337;3484;2601;9422
6026;1126;1200;1050;3377
6027;1200;1632;1236;4068
6028;1146;1778;3020;5944
6029;3077;2068;2124;7269
6030;2193;3165;3222;8581
6031;2193;3165;3222;8581
6032;220;706.1;211.1;1137
6033;1385;548.5;1381;3314
6034;222.9;1084;214.4;1521
6035;3835;4265;3487;11590
6036;686.6;2587;963.7;4237
6037;4062;3714;5245;13020
6038;3728;2600;3089;9416
6039;3245;3569;3003;9817
6040;2464;2139;1933;6536
6041;2453;2802;3085;8341
6042;3206;2341;4021;9568
6043;3275;3089;3201;9565
6044;1941;1130;2478;5549
6045;2161;2554;2499;7214
6046;1453;2307;2478;6239
6047;2584;1288;1207;5080
6048;3081;4847;5548;13480
6049;2327;1293;2109;5729
6050;4821;4038;3752;12610
6051;1034;170.6;883.6;2088
6052;3170;3573;3146;9889
6053;1604;1841;2869;6315
6054;3707;2157;2612;8476
6055;2150;2793;3005;7949
6056;2514;3172;2565;8251
6057;1211;1025;210.6;2060
6058;1865;2052;1729;5645
6059;1020;1635;1667;4322
6060;1834;1941;1100;4874
6061;2524;2845;3981;9350
6062;2412;3158;2265;7836
6063;222.5;890.3;719.4;1832
6064;1440;1930;1587;4958
6065;1467;1675;661;3803
6066;1229;2216;4299;7745
6067;3534;2027;2712;8273
6068;224.5;728.5;216.4;1169
6069;1958;2344;3682;7984
6070;938.8;3497;1148;5584
6071;3352;3222;2709;9282
6072;1233;2549;3224;7007
6073;5180;2962;4506;12650
6074;3202;3309;3720;10230
6075;3099;2259;2789;8146
6076;1521;1184;1612;4317
6077;3215;3860;4320;11390
6078;2609;1222;2481;6312
6079;3174;3541;4847;11560
6080;1023;892.8;3674;11420
6081;2319;752;2760;5832
6082;1149;1895;889.4;3933
6083;2726;2184;1877;6787
6084;1300;2083;1821;5204
6085;3759;2226;3683;9669
6086;2692;2755;1459;6906
6087;1126;934.7;1607;3667
6088;2184;2660;2643;7487
6089;1113;767.8;1178;3058
6090;3544;3338;4799;11680
6091;2373;1401;1629;5403
6092;5588;4394;2906;12890
6093;959.3;1688;2065;4713
6094;3610;3390;3964;10960
6095;1097;1060;509.7;2667
6096;3514;3680;4513;11710
6097;1337;1219;1229;3785
6098;3460;3467;4091;11020
6099;219.3;1098;210;1527
6100;1896;2799;1825;6520
6101;1215;3255;4034;8505
6102;2288;410.9;1605;4304
6103;3242;2606;2784;8631
6104;2583;3931;3974;10490
6105;3004;2665;3524;9193
6106;1211;1505;1240;3955
6107;4050;3072;3267;10390
6108;1537;1531;1308;4377
6109;4253;4249;5949;14450
6110;3000;2120;1770;6889
6111;3607;3268;3006;9880
6112;1454;2714;2146;6315
6113;3581;3929;3834;11340
6114;2835;1960;5229;10020
6115;1448;2077;2734;6259
6116;3275;3849;1330;8454
6117;1879;1165;3190;6234
6118;1295;1379;1241;3915
6119;2709;1617;2231;6557
6120;229.2;2781;2989;5999
6121;3239;1238;2047;6524
6122;2234;4079;2901;9214
6123;1686;1008;1693;4387
6124;737.3;1106;210.9;2055
6125;1638;3264;3280;8182
6126;3896;4001;4202;12100
6127;991.4;1314;864.5;3170
6128;6267;6505;7782;20550
6129;1024;928.6;1422;3375
6130;4748;3240;3484;11470
6131;2272;1699;1148;5119
6132;3225;3277;3932;10430
6133;2249;2808;4302;9358
6134;4290;3709;2921;10920
6135;1546;1259;993.2;3798
6136;2409;3620;2252;8281
6137;3044;2229;1926;7198
6138;1267;1225;1243;3735
6139;2041;2950;4330;9321
6140;4637;4397;2103;11140
6141;2209;2566;3909;8683
6142;1007;1309;339.9;2656
6143;3349;2917;2308;8573
6144;521.4;3353;1829;5704
6145;4908;2870;3178;10960
6146;2387;2181;3726;8295
6147;3038;2934;3706;9678
6148;1708;1446;1269;4423
6149;2325;2973;1530;6828
6150;1212;2097;1422;4732
6151;478.3;1041;731.5;2251
6152;4095;4544;3656;12290
6153;1164;998.2;1765;3927
6154;222.2;2520;911.2;3654
6155;2654;1572;2135;6361
6156;500.3;1806;212.7;2519
6157;4999;3535;6529;15060
6158;1196;2011;959.9;4167
6159;2766;1632;2461;6860
6160;4340;4050;4545;12930
6161;2988;2698;212.6;5899
6162;4156;4557;4448;13160
6163;1381;1606;2342;5329
6164;5964;4720;5179;15860
6165;1756;2166;2862;6784
6166;3580;3408;3494;10480
6167;1810;1214;991.5;4015
6168;3726;5611;5718;15050
6169;3615;2348;2566;8529
6170;2797;4148;3789;10730
6171;951;1025;1419;3395
6172;1243;2189;1272;4704
6173;2211;1222;2068;5500
6174;1303;2313;1249;4865
6175;1232;1819;1872;4924
6176;3932;2861;3269;10060
6177;1360;513.2;990.8;2864
6178;1185;2515;1476;5176
6179;3001;2094;1790;6885
6180;1390;1544;265.9;3200
6181;3148;2788;5167;11100
6182;3434;3178;1644;8257
6183;2834;2624;2433;7892
6184;2133;3765;2761;8660
6185;3084;2050;2395;7530
6186;1024;1273;711.9;3009
6187;2923;3021;4124;10070
6188;3517;3355;1346;8219
6189;2982;4314;4342;11640
6190;223.9;1227;211.6;1662
6191;3902;2671;2422;8996
6192;1030;2983;1596;5610
6193;3504;2236;3188;8928
6194;1944;2300;3445;8781
6195;2085;2422;3193;7700
6196;4281;4419;3768;12470
6197;1406;1426;960.3;3793
6198;3138;2619;3459;9215
6199;983.9;965.1;211.2;2160
6200;6219;6167;6650;19040
6201;2426;1493;1903;5823
6202;2971;3403;3097;9470
6203;2501;2507;1716;6724
6204;2629;3576;3394;9599
6205;2107;2517;3178;7802
6206;2126;3115;2946;8187
6207;3567;1733;2910;8210
6208;1201;2785;2800;6786
6209;2672;2226;1214;6112
6210;499.2;2179;213.7;2892
6211;1125;1698;3315;6138
6212;3246;3197;1318;7761
6213;1722;3632;2270;7625
6214;406.8;2594;616.9;3618
6215;1331;1408;755.9;3495
6216;799.6;2530;1808;5137
6217;2166;2382;2884;7432
6218;3168;2768;1941;7876
6219;5205;4267;5854;15330
6220;909.5;1173;916.1;2999
6221;3723;3003;3517;10240
6222;778.4;2474;671.9;3924
6223;3339;2819;3053;9212
6224;4479;4191;4206;12880
6225;2648;3021;4116;9785
6226;863.9;1276;685.1;2825
6227;4078;3529;2811;10420
6228;308.7;1261;211.7;1781
6229;222.3;448.9;315.3;986.6
6230;2511;3298;3821;9630
6231;2597;1267;1652;5515
6232;4305;4172;4581;13060
6233;1797;1224;580.9;3601
6234;2396;2402;2192;6991
6235;1351;2545;3852;7747
6236;5971;3753;2887;12610
6237;226.4;2674;3661;6561
6238;2551;2349;2660;7559
6239;2096;1944;801.6;4842
6240;2476;2803;2637;7917
6241;1398;1044;1261;3703
6242;2691;3377;1591;7660
6243;2988;2345;4725;10060
6244;705;2133;1109;3947
6245;3242;2043;1688;6974
6246;222.2;1204;770.3;2197
6247;1642;1053;2289;4985
6248;3613;3906;3800;11320
6249;2170;1449;1731;5350
6250;527;1344;1292;3164
6251;1705;1897;787.8;11310
6252;2184;1784;1989;5958
6253;3480;2560;3370;9409
6254;2750;2216;2579;7545
6255;3644;2370;4042;10060
6256;893.5;3867;3174;7934
6257;4714;4391;3410;12510
6258;225.5;1794;209.6;2229
6259;3460;3512;4201;11170
6260;3507;2268;1349;7125
6261;2819;3947;5414;12180
6262;1025;1275;778.8;3079
6263;1231;1547;1100;3878
6264;1664;861.9;1373;3899
6265;223.9;177.7;213.5;615
6266;2681;3033;1864;7578
6267;2266;2334;3782;8382
6268;1995;1742;1535;5272
6269;2087;1861;1877;5825
6270;2220;1604;892.7;4716
6271;1335;1371;1412;4119
6272;3403;3395;3315;10110
6273;919.6;1621;1125;3666
6274;4749;2958;3846;11550
6275;1545;2222;3028;6795
6276;3119;3226;2756;9102
6277;1022;939.8;1198;3160
6278;3519;3313;3548;10380
6279;4099;2201;3264;9564
6280;1193;5334;5549;12080
6281;3546;1443;1304;6293
6282;2049;1951;1853;5854
6283;2715;1989;3799;8503
6284;2550;3012;2041;7603
6285;1312;1299;2586;9621
6286;2965;2058;4087;9110
6287;2525;2325;2994;7844
6288;1777;2525;1713;6016
6289;2948;2158;3133;8239
6290;2213;2029;2032;6275
6291;6172;6151;7680;20000
6292;751.7;1856;799.9;3408
6293;4011;3075;2772;9857
6294;223.8;1950;1076;3250
6295;1924;2519;3045;7488
6296;3488;4487;2441;10420
6297;3337;2333;2583;8253
6298;1218;874.3;1336;3428
6299;1447;2064;3158;6669
6300;1289;1774;211.7;3274
6301;1612;2005;1214;4831
6302;1258;2847;3319;7425
6303;2220;1048;2152;5420
6304;1462;3366;2642;7471
6305;1502;1529;1244;4274
6306;1244;1460;1204;3909
6307;1097;1420;2569;5086
6308;4803;2370;3025;8596
6309;1451;1496;1523;4470
6310;4406;4356;4779;13540
6311;1896;507.3;1958;4362
6312;3219;4091;3789;11100
6313;1910;1058;1203;4172
6314;4316;3608;2387;10310
6315;3837;2781;5228;11850
6316;3286;3527;3006;9819
6317;3394;2626;1327;7347
6318;3183;4759;2695;10640
6319;1619;1902;2199;5720
6320;2675;1043;2216;5934
6321;3423;2377;3361;9161
6322;4207;1046;1982;7234
6323;4013;4521;4994;13530
6324;3249;2142;2018;7409
6325;3450;2361;2839;8650
6326;4362;4197;3524;12080
6327;4621;2925;2796;10340
6328;2699;3869;2149;8717
6329;4241;4299;3017;11560
6330;2390;3935;1567;7892
6331;4413;3056;4208;10830
6332;1941;2493;2036;6471
6333;5158;3406;4173;12740
6334;3527;3662;3674;10860
6335;4097;3956;3274;11330
6336;3322;2585;3364;9271
6337;4586;2801;2473;9860
6338;4087;3242;2202;9530
6339;4433;3542;4731;12710
6340;3176;4433;2754;10360
6341;3605;3659;3251;10520
6342;4066;4107;2833;11010
6343;3375;2966;2023;8364
6344;4120;4823;3842;12780
6345;4256;4334;4362;12950
6346;7069;4570;4626;16270
6347;4333;5301;5178;14810
6348;4372;5590;3694;13660
6349;3544;3302;3177;10020
6350;5630;6043;5154;16830
6351;5546;3526;4630;13700
6352;4911;6358;6708;17980
6353;4299;4340;4382;13020
6354;5535;5884;6516;17930
6355;3060;3711;4900;11670
6356;6006;2590;4768;13360
6357;6332;3914;4729;14980
6358;7073;5900;6895;19870
6359;5068;5248;4768;15080
6360;6544;5542;5430;17520
6361;4785;4533;4670;13990
6362;5698;5992;4022;15710
6363;5045;5439;5336;15820
6364;5491;5940;4635;16070
6365;5351;6406;6585;18340
6366;5388;6681;6801;18870
6367;6644;6707;7971;21320
6368;4720;4875;5865;15460
6369;7481;7030;7744;22250
6370;5593;4871;5863;16330
6371;6477;7104;8253;21830
6372;4808;4539;6535;15880
6373;5644;5400;6439;17480
6374;4891;6466;5972;17330
6375;6649;5954;7215;19820
6376;5459;6943;7513;19910
6377;7440;4975;5987;18400
6378;7450;6651;7164;21270
6379;7108;5737;7057;19900
6380;6611;5511;6684;18810
6381;8257;5627;6267;20150
6382;7963;6729;7885;22580
6383;6566;4365;6231;17160
6384;7202;7148;7404;21750
6385;6977;3965;6480;17420
6386;7985;6905;8039;22930
6387;7264;6113;6268;19650
6388;6297;7809;8057;22160
6389;6648;5660;6260;18570
6390;6017;6506;7418;19940
6391;5102;5440;7965;18510
6392;7196;6510;6670;20380
6393;6108;6068;7716;19890
6394;7716;4720;7080;19520
6395;5921;7002;8047;20970
6396;9119;8524;7243;24890
6397;6707;6589;7626;20920
6398;9769;8404;7846;26020
6399;6455;6756;9332;22540
6400;8750;8866;10290;27900
6401;9958;8572;10430;28960
6402;8165;8196;9400;25760
6403;9654;10250;10970;30880
6404;8804;8029;7792;24620
6405;11110;8551;11590;31250
6406;6883;9771;10010;26660
6407;10160;8788;11710;30660
6408;7239;8645;9397;25280
6409;11460;10800;8464;30720
6410;7778;10530;9236;27540
6411;10740;10020;11700;32450
6412;9160;7769;8390;25320
6413;8483;9298;11690;29470
6414;9416;11150;10690;31260
6415;6816;8660;8651;24130
6416;8444;7814;10930;27190
6417;9795;11370;8857;30020
6418;8715;6637;10920;26270
6419;9274;9934;11040;30250
6420;7827;10050;7745;25620
6421;10610;10370;11750;32730
6422;11020;8521;9074;28610
6423;9600;9801;10310;29720
6424;9591;10080;10870;30550
6425;10410;10500;9333;30240
6426;9275;9414;7891;26580
6427;9110;8542;10710;28360
6428;8645;11030;9656;29330
6429;8445;6918;10610;25970
6430;10660;11160;11390;33210
6431;8401;8928;7571;24900
6432;8343;11560;13280;33180
6433;6819;7596;6846;21260
6434;12260;11350;12860;36470
6435;9902;8663;11440;30000
6436;9901;11040;11370;32310
6437;11780;7168;9761;28710
6438;7412;11320;12280;31010
6439;10360;7962;9050;27370
6440;7449;8657;10710;26810
6441;10910;7371;10590;28870
6442;7085;10380;7902;25370
6443;12090;8247;11980;32320
6444;6052;8864;6541;21460
6445;10060;8945;12680;31690
6446;7528;9269;8057;24850
6447;8851;8477;7999;25330
6448;7399;6815;8286;22500
6449;10490;10330;10650;31460
6450;6597;4830;3990;15420
6451;7308;7636;11110;26060
6452;6994;7241;4270;18510
6453;8995;7979;10760;27730
6454;7058;6008;7916;20980
6455;8055;7667;6621;22340
6456;5246;8152;9178;22580
6457;8239;7101;6881;22220
6458;7925;8451;5825;22200
6459;7759;4322;9599;21680
6460;6409;9895;8396;24700
6461;7584;4472;6150;18210
6462;9357;9424;9183;27960
6463;3775;2930;5361;12070
6464;9582;8345;10400;28330
6465;5057;4623;5043;14720
6466;10330;10130;9052;29520
6467;5005;4612;5221;14840
6468;7732;6895;8121;22750
6469;7437;3566;4854;15860
6470;3653;7804;8087;19540
6471;10490;6844;6174;23510
6472;3097;4573;6383;14050
6473;8683;5987;10080;24750
6474;5228;4965;3107;13300
6475;5334;4071;8648;18050
6476;5143;4574;4848;14560
6477;6737;5939;6964;19640
6478;4788;6742;7728;19260
6479;9563;6152;4705;20420
6480;2599;4315;6655;13570
6481;6960;8176;10630;25770
6482;2141;2891;2053;7085
6483;9104;6452;9231;24790
6484;3324;4345;5411;13080
6485;6751;4693;6414;17860
6486;5871;4452;6688;17010
6487;3730;4049;4243;12020
6488;6910;6034;5532;18480
6489;4056;5093;7168;16320
6490;4213;3088;3549;10850
6491;6218;7455;7847;21520
6492;9031;8031;9068;26130
6493;5361;2828;3395;11580
6494;4851;4708;6541;16100
6495;5986;2982;4078;13050
6496;5219;5535;6396;17150
6497;4315;3787;5250;13350
6498;8681;6753;6319;21750
6499;510.4;1530;3063;5104
6500;9809;7708;7756;25270
6501;2799;3732;2480;9011
6502;7946;7058;10710;25710
6503;3958;1920;849;6727
6504;4065;3539;3399;11000
6505;4623;4183;6221;15030
6506;1967;2892;1973;6832
6507;6711;3419;4268;14400
6508;1394;2528;5624;9545
6509;6762;3577;4876;15220
6510;4827;4906;6237;15970
6511;4127;1962;3297;9387
6512;3832;4626;5919;14380
6513;5496;5510;6265;17270
6514;3618;2954;2622;9194
6515;6049;5639;7021;18710
6516;5143;5624;6638;17400
6518;2208;1426;3877;7511
6519;6860;5635;5087;17580
6520;2967;2112;3919;8998
6521;4617;4352;7713;16680
6522;5668;2988;2818;11470
6523;3248;4829;6476;14550
6524;5090;2539;2589;10220
6525;4353;4029;5101;13480
6526;3939;3834;5924;13700
6527;3484;4554;4707;12750
6528;7668;6147;4865;18680
6529;2276;3133;4885;10290
6530;4391;3815;4181;12390
6531;5038;3204;2004;10250
6532;7129;5430;8228;20790
6533;2845;1932;1643;6420
6534;7185;6538;8226;21950
6535;889.1;1111;211.5;2212
6536;7015;5830;5879;18720
6537;2412;4683;3350;10450
6538;4071;2839;3693;10600
6539;1233;2007;1783;5023
6540;5058;4830;5752;15640
6541;3141;3226;1651;8018
6542;1340;1921;5345;8606
6543;4071;2051;1465;7588
6544;2959;3669;5538;12170
6545;5194;4025;6635;15850
6546;2332;2131;2397;6860
6547;2491;3413;4635;10540
6548;3399;3113;2134;8646
6549;6148;4262;3801;14210
6550;3561;2609;2633;8803
6551;4146;5466;6819;16430
6552;5652;2702;4166;12520
6553;5247;4681;7398;17330
6554;2954;2277;3027;8258
6555;7012;5116;5503;17630
6556;3700;2050;4694;10440
6557;5742;5104;5139;15980
6558;3479;4904;4595;12980
6559;2829;2499;3777;9105
6560;3198;1984;2143;7325
6561;3293;3098;4075;10470
6562;4694;4981;3222;12900
6563;2555;2765;2272;7592
6564;7635;5224;8574;21430
6565;2082;2117;1973;6173
6566;4243;3745;5206;13190
6567;4180;2825;885.8;7891
6568;3770;3637;4379;11790
6569;2650;3487;5481;11620
6570;7266;4956;4104;16330
6571;1449;3080;2825;7355
6572;5604;4051;5194;14850
6573;1072;3436;212.6;4721
6574;3932;2614;3988;10530
6575;1675;3416;3018;8109
6576;6963;4927;4855;16740
6577;2281;2605;4002;8888
6578;2281;2605;4002;8888
6579;2275;1518;3477;7270
6580;2068;3132;5250;10450
6581;2068;3132;5250;10450
6582;3772;1713;3060;8546
6583;2406;5280;5713;13400
6584;3310;1527;2289;7125
6585;2088;2047;2029;6164
6586;4960;6476;5664;17100
6587;3926;2653;2736;9314
6588;4686;4595;5434;14720
6589;6985;4298;6959;18240
6590;4296;4512;4511;13320
6591;1727;2457;5065;9249
6592;6389;5109;4341;15840
6593;3258;3457;2835;9550
6594;6688;6991;9464;23140
6595;2816;1837;1458;6111
6596;4609;4597;6512;15720
6597;3105;3249;4939;11290
6598;3154;3813;2325;9293
6599;4785;3489;3584;11860
6600;2529;2633;3984;9146
6601;6007;3901;3811;13720
6602;3074;4457;4941;12470
6603;2892;2911;2306;8109
6604;3234;3777;1922;8933
6605;3099;5074;6001;14170
6606;4160;2259;2635;9054
6607;5652;5283;5837;16770
6608;1208;1789;2552;5549
6609;3926;3891;5063;12880
6610;1222;2478;2760;6460
6611;5395;2970;4271;12640
6612;1171;3492;2198;6861
6613;5177;4697;7232;17110
6614;2284;1888;1580;5752
6615;3224;5109;5323;13660
6616;4191;2954;2069;9214
6617;2113;2538;3816;8467
6618;5246;4237;7976;17460
6619;3913;3516;3251;10680
6620;8436;7439;5449;21320
6621;3205;3263;5277;11750
6622;4084;4042;3493;11620
6623;4229;2641;3174;10040
6624;4603;5725;6497;16830
6625;5081;2712;3110;10900
6626;4346;6085;7364;17800
6627;1496;985;1747;4228
6628;6884;6669;5220;18770
6629;2040;3196;4493;9730
6630;6496;4235;6788;17520
6631;2986;3322;4805;11110
6632;5879;5347;6491;17720
6633;2312;3351;1881;7545
6634;2354;3212;5230;10800
6635;2626;1583;2079;6288
6636;2298;2612;3135;8045
6637;4852;5661;5892;16410
6638;3463;3376;1774;8613
6639;1428;2409;2920;6758
6640;4657;3136;2106;9899
6641;2718;2231;2246;7195
6642;3484;2930;5780;12190
6643;4861;5564;8570;19700
6644;5066;4526;2561;12150
6645;5234;4095;8717;18050
6646;1742;2672;212.9;4627
6647;4539;4531;5249;14320
6648;938.7;2977;3155;7071
6649;5724;4199;4749;14670
6650;3584;5761;5496;14840
6651;2959;2937;2898;8794
6652;4296;2596;2632;9525
6653;3436;4030;5953;13420
6654;4777;2932;3768;11480
6655;2588;3223;2793;8604
6656;8055;7466;7563;23090
6657;1790;482.9;2061;4334
6658;3666;5446;4944;14060
6659;3589;2204;1866;7658
6660;4127;5030;4299;13460
6661;5967;4835;7265;18070
6662;6171;4733;5113;16020
6663;2551;1790;3522;7863
6664;6475;5113;5031;16620
6665;1891;695.5;2627;5214
6666;5984;4474;8331;18790
6667;2725;1732;4072;8529
